account,behavior_category
a05010,low_activity
a12790,inactive
a02890,inactive
a10870,low_activity
a14177,inactive
a15449,inactive
a11764,low_activity
a20673,low_activity
a28818,low_activity
a01719,low_activity
a27579,low_activity
a29925,inactive
a10810,medium_activity_unidirectional
a13217,inactive
a26298,medium_activity_unidirectional
a09061,inactive
a01326,low_activity
a08462,inactive
a29064,low_activity
a23903,inactive
a25141,inactive
a00227,inactive
a12400,low_activity
a24165,low_activity
a08811,low_activity
a28430,inactive
a01100,inactive
a20449,inactive
a12629,medium_activity_unidirectional
a09178,inactive
a19555,inactive
a21815,inactive
a20884,inactive
a00407,inactive
a10840,inactive
a19249,inactive
a27686,inactive
a16535,inactive
a26590,low_activity
a01733,low_activity
a22083,low_activity
a23647,low_activity
a14717,low_activity
a07755,low_activity
a24379,inactive
a28528,inactive
a24725,inactive
a28114,low_activity
a26648,medium_activity_bidirectional
a07081,inactive
a24521,low_activity
a16678,low_activity
a09847,inactive
a15962,inactive
a25989,low_activity
a08966,inactive
a26237,low_activity
a29557,medium_activity_unidirectional
a04901,inactive
a15479,medium_activity_bidirectional
a26205,low_activity
a20187,low_activity
a22849,inactive
a04815,inactive
a00283,low_activity
a05934,inactive
a19204,low_activity
a29750,inactive
a11255,inactive
a29703,inactive
a00101,inactive
a27292,medium_activity_bidirectional
a09048,inactive
a31355,low_activity
a21843,low_activity
a14113,inactive
a08142,inactive
a05587,medium_activity_bidirectional
a04199,low_activity
a02265,inactive
a02089,inactive
a02122,inactive
a17131,inactive
a15922,inactive
a11489,inactive
a02966,low_activity
a08560,medium_activity_bidirectional
a03636,inactive
a16924,low_activity
a06456,inactive
a30171,low_activity
a11745,inactive
a25275,low_activity
a05776,low_activity
a20954,inactive
a10658,inactive
a02376,inactive
a25095,inactive
a20083,inactive
a00789,inactive
a13025,medium_activity_unidirectional
a13408,low_activity
a21630,medium_activity_bidirectional
a04592,low_activity
a02672,inactive
a20287,inactive
a19891,low_activity
a18017,inactive
a27309,inactive
a02311,inactive
a12273,inactive
a20983,low_activity
a27383,low_activity
a01639,inactive
a08840,medium_activity_unidirectional
a01125,inactive
a17091,inactive
a14682,inactive
a05275,inactive
a04393,low_activity
a11222,inactive
a29308,inactive
a04311,inactive
a21921,inactive
a15914,inactive
a10038,inactive
a14676,medium_activity_bidirectional
a26411,inactive
a27430,inactive
a13276,inactive
a28562,low_activity
a31303,low_activity
a01802,low_activity
a18258,inactive
a04090,inactive
a06620,inactive
a06828,low_activity
a18251,medium_activity_unidirectional
a16096,low_activity
a06822,inactive
a13387,inactive
a16222,inactive
a18735,medium_activity_bidirectional
a10124,low_activity
a25178,inactive
a21907,inactive
a20201,medium_activity_bidirectional
a06748,medium_activity_unidirectional
a16872,inactive
a24413,medium_activity_unidirectional
a09243,inactive
a26393,low_activity
a04031,inactive
a06242,inactive
a27145,inactive
a29118,low_activity
a25630,medium_activity_unidirectional
a23641,medium_activity_unidirectional
a27588,medium_activity_bidirectional
a19589,medium_activity_bidirectional
a19342,medium_activity_unidirectional
a16244,medium_activity_bidirectional
a31352,inactive
a10961,low_activity
a12055,low_activity
a13012,inactive
a15689,low_activity
a17731,low_activity
a10896,inactive
a19805,low_activity
a04044,inactive
a22854,inactive
a13306,low_activity
a19079,inactive
a29698,inactive
a28175,inactive
a13731,low_activity
a19268,medium_activity_unidirectional
a18376,medium_activity_bidirectional
a18042,inactive
a11616,inactive
a14330,low_activity
a17087,medium_activity_unidirectional
a14439,low_activity
a03974,low_activity
a25932,low_activity
a13436,inactive
a01561,inactive
a29017,low_activity
a24717,low_activity
a06760,inactive
a26493,low_activity
a19449,inactive
a15234,inactive
a30918,medium_activity_unidirectional
a08846,inactive
a02328,inactive
a26869,inactive
a07975,inactive
a02650,low_activity
a08666,medium_activity_unidirectional
a07523,low_activity
a15204,low_activity
a04737,inactive
a24907,medium_activity_bidirectional
a15913,low_activity
a15137,inactive
a03535,low_activity
a00376,inactive
a27024,medium_activity_bidirectional
a21144,inactive
a27150,low_activity
a02366,inactive
a17883,inactive
a12167,inactive
a00992,inactive
a26011,inactive
a02160,low_activity
a10451,inactive
a05021,low_activity
a12302,low_activity
a06723,inactive
a21742,medium_activity_unidirectional
a12466,low_activity
a20246,inactive
a09202,medium_activity_unidirectional
a12833,low_activity
a00104,low_activity
a07600,low_activity
a18104,inactive
a12453,inactive
a24933,medium_activity_unidirectional
a10690,low_activity
a10209,low_activity
a16850,inactive
a28038,inactive
a22256,medium_activity_unidirectional
a28475,inactive
a10682,medium_activity_bidirectional
a23545,inactive
a05027,inactive
a07064,low_activity
a15645,low_activity
a07961,medium_activity_unidirectional
a24985,medium_activity_bidirectional
a16871,low_activity
a10847,medium_activity_unidirectional
a19979,inactive
a16646,medium_activity_bidirectional
a18207,inactive
a07972,inactive
a12927,low_activity
a09616,inactive
a09584,inactive
a15201,low_activity
a19907,low_activity
a16027,medium_activity_unidirectional
a26358,medium_activity_bidirectional
a23956,low_activity
a08041,medium_activity_bidirectional
a03515,inactive
a28441,medium_activity_unidirectional
a28072,medium_activity_unidirectional
a09531,inactive
a19763,low_activity
a08554,low_activity
a17566,medium_activity_bidirectional
a15665,inactive
a18894,medium_activity_bidirectional
a31471,medium_activity_unidirectional
a17398,inactive
a15768,low_activity
a03787,low_activity
a16052,medium_activity_unidirectional
a10734,inactive
a24965,low_activity
a15288,inactive
a18934,inactive
a17313,inactive
a17155,medium_activity_bidirectional
a08037,inactive
a28602,medium_activity_unidirectional
a17997,inactive
a05654,low_activity
a22742,low_activity
a01388,inactive
a21538,medium_activity_unidirectional
a22234,medium_activity_unidirectional
a16937,low_activity
a26818,inactive
a31356,low_activity
a30966,low_activity
a20728,inactive
a21272,inactive
a22067,inactive
a16345,low_activity
a23399,low_activity
a29119,inactive
a22891,low_activity
a26924,low_activity
a14230,inactive
a14295,medium_activity_unidirectional
a06587,inactive
a12973,medium_activity_unidirectional
a13054,low_activity
a09343,low_activity
a21027,inactive
a30370,inactive
a30305,inactive
a05199,inactive
a06293,inactive
a04657,low_activity
a25904,inactive
a25268,inactive
a25353,medium_activity_bidirectional
a23116,low_activity
a19170,inactive
a20735,medium_activity_bidirectional
a16232,low_activity
a08159,inactive
a00235,low_activity
a24138,inactive
a26471,inactive
a19267,medium_activity_unidirectional
a13159,inactive
a00634,inactive
a12604,inactive
a19035,low_activity
a22899,inactive
a14252,inactive
a11018,low_activity
a09376,low_activity
a12073,medium_activity_unidirectional
a24538,low_activity
a01154,inactive
a26075,medium_activity_unidirectional
a19878,inactive
a12651,low_activity
a04970,low_activity
a12670,inactive
a16995,low_activity
a08344,inactive
a21504,inactive
a13822,inactive
a18911,low_activity
a00321,low_activity
a01951,medium_activity_unidirectional
a20453,inactive
a11365,inactive
a04472,inactive
a12843,inactive
a27037,medium_activity_unidirectional
a10775,inactive
a25756,inactive
a15851,inactive
a04874,inactive
a10337,low_activity
a23376,low_activity
a31388,medium_activity_bidirectional
a18928,low_activity
a23918,inactive
a16116,inactive
a01244,inactive
a02343,low_activity
a25355,inactive
a07612,inactive
a18995,inactive
a20163,low_activity
a07066,inactive
a09230,medium_activity_unidirectional
a26192,medium_activity_unidirectional
a20365,low_activity
a05912,medium_activity_unidirectional
a23259,inactive
a21449,inactive
a20603,inactive
a27749,inactive
a28059,inactive
a27059,inactive
a27748,inactive
a07559,inactive
a31225,inactive
a19998,inactive
a31457,inactive
a12657,medium_activity_unidirectional
a14703,inactive
a30582,inactive
a17126,low_activity
a17521,low_activity
a16226,low_activity
a24198,inactive
a16915,inactive
a17312,inactive
a31488,low_activity
a02936,low_activity
a02180,medium_activity_bidirectional
a06540,low_activity
a30506,low_activity
a04800,medium_activity_unidirectional
a26522,inactive
a01959,inactive
a28699,medium_activity_bidirectional
a07129,medium_activity_unidirectional
a20617,medium_activity_bidirectional
a17413,inactive
a29947,inactive
a13668,low_activity
a30985,low_activity
a17859,low_activity
a31358,inactive
a17504,low_activity
a31472,medium_activity_unidirectional
a14312,inactive
a01238,low_activity
a16604,low_activity
a02990,inactive
a10146,inactive
a12247,low_activity
a21377,inactive
a13807,low_activity
a15626,inactive
a08668,inactive
a30368,medium_activity_unidirectional
a30793,medium_activity_bidirectional
a22732,inactive
a16952,inactive
a18180,inactive
a08084,inactive
a17111,inactive
a16936,inactive
a01499,inactive
a17815,inactive
a06440,medium_activity_unidirectional
a00114,inactive
a21597,inactive
a09011,inactive
a13467,low_activity
a22718,medium_activity_unidirectional
a23073,inactive
a13681,inactive
a09221,inactive
a21212,medium_activity_unidirectional
a23769,low_activity
a24853,medium_activity_bidirectional
a27638,inactive
a13540,low_activity
a05409,low_activity
a19122,low_activity
a16986,inactive
a24332,low_activity
a08538,medium_activity_unidirectional
a07052,low_activity
a06351,medium_activity_bidirectional
a25745,medium_activity_bidirectional
a28692,inactive
a27376,low_activity
a04700,inactive
a07354,inactive
a15296,medium_activity_unidirectional
a18715,inactive
a18508,inactive
a30289,inactive
a20568,low_activity
a15180,inactive
a14896,inactive
a12293,low_activity
a13862,inactive
a17197,inactive
a21829,medium_activity_unidirectional
a11987,inactive
a00564,low_activity
a30316,low_activity
a00642,low_activity
a23789,medium_activity_bidirectional
a08336,low_activity
a27481,low_activity
a15613,medium_activity_bidirectional
a02465,medium_activity_bidirectional
a13258,low_activity
a17643,inactive
a04547,low_activity
a16073,low_activity
a04929,inactive
a19445,inactive
a02790,medium_activity_bidirectional
a28826,low_activity
a25142,inactive
a19952,inactive
a24758,low_activity
a00415,inactive
a28969,medium_activity_bidirectional
a20401,inactive
a22354,inactive
a20933,low_activity
a04212,low_activity
a28569,inactive
a12203,inactive
a23856,medium_activity_unidirectional
a19518,low_activity
a28242,inactive
a04232,inactive
a10170,medium_activity_bidirectional
a06484,inactive
a19424,low_activity
a03818,inactive
a02814,low_activity
a16652,inactive
a30780,inactive
a16373,inactive
a18877,inactive
a22565,low_activity
a11765,low_activity
a18792,inactive
a07361,inactive
a30580,low_activity
a23492,inactive
a13690,inactive
a17338,inactive
a21379,inactive
a04164,inactive
a07065,inactive
a11137,medium_activity_unidirectional
a01918,inactive
a04756,medium_activity_unidirectional
a26217,low_activity
a01348,medium_activity_bidirectional
a16711,low_activity
a00535,inactive
a28939,inactive
a02703,low_activity
a30181,medium_activity_bidirectional
a00373,inactive
a04998,medium_activity_bidirectional
a25654,medium_activity_bidirectional
a04759,inactive
a12473,low_activity
a01629,inactive
a21436,inactive
a21642,low_activity
a10139,low_activity
a09492,inactive
a25111,medium_activity_unidirectional
a13796,inactive
a27578,inactive
a15578,medium_activity_unidirectional
a30387,inactive
a16803,low_activity
a25148,medium_activity_unidirectional
a13856,inactive
a28223,inactive
a05374,inactive
a08549,medium_activity_bidirectional
a16623,inactive
a06366,medium_activity_unidirectional
a04381,inactive
a11343,inactive
a15393,inactive
a15275,low_activity
a21463,inactive
a18000,inactive
a26826,low_activity
a15235,medium_activity_bidirectional
a25901,low_activity
a09125,low_activity
a18740,inactive
a08906,inactive
a16733,inactive
a18458,low_activity
a26415,low_activity
a25289,medium_activity_unidirectional
a21428,inactive
a04533,inactive
a26066,inactive
a06988,inactive
a16534,medium_activity_bidirectional
a01498,inactive
a16692,low_activity
a15880,inactive
a29489,inactive
a29606,inactive
a27886,inactive
a02208,medium_activity_bidirectional
a04312,inactive
a06939,inactive
a07807,inactive
a17558,low_activity
a12450,inactive
a10735,inactive
a25812,inactive
a03123,inactive
a10228,inactive
a04071,inactive
a12986,low_activity
a11732,low_activity
a08356,medium_activity_unidirectional
a08144,inactive
a23861,low_activity
a31136,inactive
a18434,inactive
a29955,inactive
a03211,inactive
a00593,inactive
a10293,inactive
a06623,medium_activity_bidirectional
a26044,low_activity
a17578,low_activity
a27232,low_activity
a13727,inactive
a28325,inactive
a30572,inactive
a25498,inactive
a07269,inactive
a25512,low_activity
a21181,medium_activity_bidirectional
a24624,low_activity
a27939,inactive
a02581,inactive
a03888,inactive
a31188,inactive
a24818,inactive
a31484,inactive
a27921,inactive
a05298,inactive
a28288,low_activity
a02104,low_activity
a22983,inactive
a26597,inactive
a15229,inactive
a15401,low_activity
a19655,inactive
a04053,medium_activity_bidirectional
a19117,inactive
a27426,inactive
a19892,medium_activity_unidirectional
a18678,inactive
a10582,inactive
a28041,inactive
a05366,medium_activity_unidirectional
a01226,inactive
a15821,inactive
a19951,inactive
a06265,inactive
a21544,low_activity
a07482,low_activity
a21507,inactive
a13303,inactive
a19423,medium_activity_bidirectional
a02863,inactive
a02664,inactive
a19127,inactive
a31080,inactive
a13015,inactive
a21132,inactive
a20074,inactive
a14435,inactive
a30114,medium_activity_unidirectional
a12414,inactive
a17963,medium_activity_bidirectional
a15769,low_activity
a25146,medium_activity_bidirectional
a01606,inactive
a16780,low_activity
a12077,inactive
a01500,inactive
a08015,inactive
a06357,inactive
a18286,medium_activity_bidirectional
a22723,low_activity
a17899,inactive
a07711,low_activity
a21094,inactive
a22620,inactive
a28330,medium_activity_bidirectional
a06459,low_activity
a20173,inactive
a12576,inactive
a23265,inactive
a22053,medium_activity_unidirectional
a11043,inactive
a06787,medium_activity_bidirectional
a27463,medium_activity_bidirectional
a24956,low_activity
a04207,low_activity
a13491,medium_activity_unidirectional
a31405,low_activity
a03894,inactive
a11436,low_activity
a09367,low_activity
a02849,low_activity
a21844,medium_activity_bidirectional
a31171,medium_activity_bidirectional
